date,stock,name,industry,amount,open,close,pre_close,pct,net_amount_main,net_pct_main,turnover_ratio
2026-04-16,600549.XSHG,厦门钨业,稀有金属II,59.08,55.95,61.49,55.9,10.0,95896.07,16.23,6.38
2026-04-16,300088.XSHE,长信科技,光学光电子II,58.11,6.77,7.72,6.76,14.2,78258.95,13.47,30.35
2026-04-16,600410.XSHG,华胜天成,IT服务II,57.73,27.1,27.99,26.88,4.13,40261.08,6.97,19.08
2026-04-16,600176.XSHG,中国巨石,玻璃制造II,56.14,31.97,32.85,30.96,6.1,-216.83,-0.04,4.25
2026-04-16,300014.XSHE,亿纬锂能,电池II,54.89,70.76,70.74,70.08,0.94,-3442.06,-0.63,3.72
2026-04-16,002342.XSHE,巨力索具,通用机械II,53.77,17.99,18.49,18.27,1.2,-22816.11,-4.24,30.68
2026-04-16,603629.XSHG,利通电子,电子制造II,52.27,87.95,95.85,87.95,8.98,-24343.97,-4.66,21.63
2026-04-17,600519.XSHG,贵州茅台,白酒II,136.32,1400.0,1407.24,1462.84,-3.8,-98690.2,-7.24,0.77
2026-04-17,603259.XSHG,药明康德,医疗服务II,78.34,103.35,97.83,104.0,-5.93,-237896.81,-30.37,3.14
2026-04-17,601778.XSHG,晶科科技,电力II,77.41,7.0,6.91,6.66,3.75,-54870.37,-7.09,30.54
2026-04-17,002281.XSHE,光迅科技,通信设备II,71.17,110.99,116.83,106.21,10.0,96945.31,13.62,8.0
2026-04-17,300620.XSHE,光库科技,通信设备II,68.01,237.98,251.64,230.89,8.99,4204.88,0.62,11.04
2026-04-17,688313.XSHG,仕佳光子,通信设备II,65.18,117.77,125.54,114.66,9.49,-20242.96,-3.11,11.48
2026-04-17,002837.XSHE,英维克,专用设备II,62.85,81.14,84.97,81.53,4.22,20175.23,3.21,6.77
2026-04-17,002428.XSHE,云南锗业,稀有金属II,61.7,60.53,62.0,56.36,10.01,124296.99,20.14,15.39
2026-04-17,300548.XSHE,长芯博创,通信设备II,59.46,246.09,260.05,241.26,7.79,56579.38,9.52,8.71
2026-04-17,600666.XSHG,奥瑞德,光学光电子II,59.17,6.85,7.09,6.85,3.5,-32227.51,-5.45,33.81
2026-04-17,688048.XSHG,长光华芯,半导体II,57.92,307.0,328.01,298.0,10.07,15271.26,2.64,10.08
2026-04-17,300456.XSHE,赛微电子,半导体II,56.95,52.45,55.45,52.12,6.39,55972.93,9.83,17.23
2026-04-17,002565.XSHE,顺灏股份,包装印刷II,55.8,17.86,18.92,17.75,6.59,46620.19,8.35,28.85
2026-04-17,600703.XSHG,三安光电,光学光电子II,55.53,12.13,13.34,12.13,9.98,93123.52,16.77,8.6
2026-04-17,300475.XSHE,香农芯创,其他电子II,55.18,156.0,159.12,156.8,1.48,-3474.91,-0.63,7.89
2026-04-20,000977.XSHE,浪潮信息,计算机设备II,109.62,69.41,73.08,68.19,7.17,117138.19,10.69,10.14
2026-04-20,603083.XSHG,剑桥科技,通信设备II,97.2,159.43,152.07,145.07,4.83,-98312.61,-10.11,22.85
2026-04-20,002371.XSHE,北方华创,半导体II,86.17,447.0,471.23,469.91,0.28,-36392.66,-4.22,2.58
2026-04-20,600879.XSHG,航天电子,航天装备II,75.99,23.49,25.53,23.42,9.01,63629.49,8.37,9.25
2026-04-20,002202.XSHE,金风科技,风电设备II,73.12,25.14,26.59,25.39,4.73,14432.18,1.97,8.33
2026-04-20,600118.XSHG,中国卫星,航天装备II,70.74,85.99,94.52,85.93,10.0,163232.94,23.08,6.53
2026-04-20,600498.XSHG,烽火通信,通信设备II,69.3,50.6,52.97,49.27,7.51,56093.63,8.09,10.41
2026-04-20,600522.XSHG,中天科技,通信设备II,68.14,28.9,30.95,28.14,9.99,152349.48,22.36,6.59
2026-04-20,600111.XSHG,北方稀土,稀有金属II,67.29,49.16,50.75,49.08,3.4,49651.19,7.38,3.71
2026-04-20,002131.XSHE,利欧股份,通用机械II,65.74,7.88,8.27,7.92,4.42,66866.38,10.17,13.61
2026-04-20,603019.XSHG,中科曙光,计算机设备II,62.37,90.04,91.57,89.53,2.28,19467.38,3.12,4.61
2026-04-20,600150.XSHG,中国船舶,船舶制造II,61.99,33.12,35.28,33.03,6.81,90774.97,14.64,2.39
2026-04-20,601179.XSHG,中国西电,电网设备II,61.43,17.18,18.22,17.19,5.99,33274.34,5.42,6.82
2026-04-20,600089.XSHG,特变电工,电网设备II,59.38,27.34,27.89,27.32,2.09,3062.18,0.52,4.29
2026-04-21,688820.XSHG,盛合晶微,半导体II,103.72,99.72,76.65,19.68,289.48,429819.16,41.44,75.15
2026-04-21,002466.XSHE,天齐锂业,能源金属II,97.05,70.0,70.71,66.82,5.82,-64205.53,-6.62,9.26
2026-04-21,600330.XSHG,天通股份,电子化学品II,93.72,23.9,23.52,23.9,-1.59,-75436.12,-8.05,31.39
2026-04-21,002709.XSHE,天赐材料,电池II,81.46,49.52,52.5,49.38,6.32,58374.61,7.17,10.56
2026-04-21,300014.XSHE,亿纬锂能,电池II,75.41,69.09,71.74,68.73,4.38,47400.11,6.29,5.1
2026-04-21,002149.XSHE,西部材料,稀有金属II,69.37,62.79,61.33,60.28,1.74,-60164.34,-8.67,23.19
2026-04-21,601698.XSHG,中国卫通,航天装备II,66.19,38.61,38.17,37.38,2.11,-22664.26,-3.42,4.08
2026-04-21,002460.XSHE,赣锋锂业,能源金属II,66.03,83.8,83.36,82.71,0.79,-6441.78,-0.98,6.49
2026-04-21,688270.XSHG,ST臻镭,半导体II,61.35,108.63,105.6,125.18,-15.64,-14001.03,-2.28,19.04
2026-04-21,300450.XSHE,先导智能,电池II,57.01,56.99,58.58,56.7,3.32,44665.9,7.83,6.29
2026-04-21,002342.XSHE,巨力索具,通用机械II,56.71,18.98,21.4,19.45,10.03,45963.03,8.1,30.3
2026-04-21,600183.XSHG,生益科技,元件II,53.27,69.12,72.15,69.41,3.95,39362.58,7.39,3.07
2026-04-21,300442.XSHE,润泽科技,通信运营II,52.68,93.94,90.05,95.2,-5.41,-103116.31,-19.57,3.57
2026-04-22,002837.XSHE,英维克,专用设备II,161.19,75.3,80.0,83.67,-4.39,41357.46,2.57,18.85
2026-04-22,000938.XSHE,紫光股份,IT服务II,95.7,27.45,29.85,27.54,8.39,131616.16,13.75,11.3
2026-04-22,000063.XSHE,中兴通讯,通信设备II,84.93,35.08,37.34,35.2,6.08,136252.5,16.04,5.73
2026-04-22,688048.XSHG,长光华芯,半导体II,79.84,322.0,372.91,310.76,20.0,12084.62,1.51,12.51
2026-04-22,002565.XSHE,顺灏股份,包装印刷II,72.53,22.76,21.95,22.32,-1.66,-56984.5,-7.86,31.14
2026-04-22,002261.XSHE,拓维信息,软件开发II,71.05,36.16,38.43,36.15,6.31,70939.93,9.98,16.47
2026-04-22,600498.XSHG,烽火通信,通信设备II,70.53,53.16,56.26,53.05,6.05,8340.56,1.18,9.97
2026-04-22,300017.XSHE,网宿科技,IT服务II,65.58,17.98,18.8,17.67,6.4,74422.05,11.35,15.17
2026-04-22,300620.XSHE,光库科技,通信设备II,61.72,258.89,274.31,256.63,6.89,45206.36,7.32,9.23
2026-04-22,300059.XSHE,东方财富,证券II,57.19,19.86,20.18,19.94,1.2,18180.69,3.18,2.13
2026-04-22,600961.XSHG,株冶集团,工业金属II,56.96,27.77,29.18,26.73,9.17,-54337.62,-9.54,26.32
2026-04-22,000657.XSHE,中钨高新,稀有金属II,55.57,57.74,58.13,57.81,0.55,-19683.88,-3.54,6.56
2026-04-23,002428.XSHE,云南锗业,稀有金属II,130.01,76.29,76.88,75.24,2.18,-87201.68,-6.71,25.53
2026-04-23,600105.XSHG,永鼎股份,通信设备II,111.92,48.09,48.49,45.52,6.52,-39891.17,-3.56,15.79
2026-04-23,600150.XSHG,中国船舶,船舶制造II,91.64,36.52,38.6,36.48,5.81,126965.15,13.86,3.22
2026-04-23,600703.XSHG,三安光电,光学光电子II,84.77,15.9,15.51,14.94,3.82,4787.68,0.56,10.87
2026-04-23,600111.XSHG,北方稀土,稀有金属II,77.34,49.46,47.03,50.01,-5.96,-171800.82,-22.21,4.47
2026-04-23,600330.XSHG,天通股份,电子化学品II,76.39,26.98,25.6,25.87,-1.04,-39617.1,-5.19,23.53
2026-04-23,300442.XSHE,润泽科技,通信运营II,71.86,92.88,95.87,93.5,2.53,41978.87,5.84,4.58
2026-04-23,300456.XSHE,赛微电子,半导体II,71.83,53.66,46.69,57.08,-18.2,-91985.05,-12.81,24.05
2026-04-23,301308.XSHE,江波龙,半导体II,69.48,390.28,357.49,381.99,-6.41,-70057.84,-10.08,6.82
2026-04-23,300395.XSHE,菲利华,航空装备II,66.79,124.01,110.19,120.13,-8.27,-70667.35,-10.58,11.33
2026-04-23,002008.XSHE,大族激光,自动化设备II,65.23,94.87,103.46,94.05,10.01,84544.59,12.96,6.81
2026-04-23,300548.XSHE,长芯博创,通信设备II,63.64,279.33,270.96,279.26,-2.97,-65299.24,-10.26,8.59
2026-04-23,600875.XSHG,东方电气,电源设备II,61.79,43.98,43.82,42.21,3.81,30399.4,4.92,6.19
2026-04-23,300342.XSHE,天银机电,家电零部件II,61.38,67.98,72.31,66.18,9.26,-16109.92,-2.62,20.64
2026-04-24,688808.XSHG,联讯仪器,通用机械II,114.13,736.92,799.0,81.88,875.82,247361.98,21.67,78.66
2026-04-24,300475.XSHE,香农芯创,其他电子II,108.69,160.0,162.05,156.39,3.62,13203.47,1.21,14.84
2026-04-24,688981.XSHG,中芯国际,半导体II,99.8,105.58,110.96,105.98,4.7,99900.77,10.01,4.55
2026-04-24,002466.XSHE,天齐锂业,能源金属II,96.68,67.9,73.7,67.97,8.43,118952.21,12.3,9.16
2026-04-24,300390.XSHE,天华新能,电池II,85.42,80.3,91.0,80.07,13.65,46778.74,5.48,14.55
2026-04-24,002261.XSHE,拓维信息,软件开发II,85.14,37.83,39.48,38.22,3.3,66064.15,7.76,19.01
2026-04-24,002460.XSHE,赣锋锂业,能源金属II,80.7,79.95,84.99,79.88,6.4,113093.93,14.01,8.01
2026-04-24,600519.XSHG,贵州茅台,白酒II,80.03,1413.1,1458.49,1419.0,2.78,131384.02,16.42,0.44
2026-04-24,603019.XSHG,中科曙光,计算机设备II,76.58,92.66,92.36,91.29,1.17,73536.31,9.6,5.64
2026-04-24,601778.XSHG,晶科科技,电力II,75.97,7.54,7.17,7.19,-0.28,-38394.3,-5.05,28.46
2026-04-24,000977.XSHE,浪潮信息,计算机设备II,69.32,73.74,74.81,73.79,1.38,33659.1,4.86,6.36
2026-04-24,688313.XSHG,仕佳光子,通信设备II,65.95,142.23,143.22,139.02,3.02,48566.13,7.36,10.09
2026-04-24,002407.XSHE,多氟多,化学制品II,63.42,30.38,32.87,29.89,9.97,136404.44,21.51,18.47
2026-04-24,688521.XSHG,芯原股份,半导体II,63.21,235.0,228.71,235.5,-2.88,-54064.55,-8.55,5.29
2026-04-24,002565.XSHE,顺灏股份,包装印刷II,61.94,19.55,19.8,19.76,0.2,-4554.25,-0.74,30.1
2026-04-24,002371.XSHE,北方华创,半导体II,61.64,475.03,472.7,475.0,-0.48,49518.84,8.03,1.79
2026-04-27,688012.XSHG,中微公司,半导体II,89.51,220.72,236.06,216.86,8.85,90242.71,10.08,4.18
2026-04-27,300274.XSHE,阳光电源,光伏设备II,82.63,131.07,130.76,133.15,-1.79,-79457.53,-9.62,3.97
2026-04-27,002156.XSHE,通富微电,半导体II,80.17,50.8,51.14,48.37,5.73,87283.66,10.89,10.4
2026-04-27,300604.XSHE,长川科技,半导体II,73.6,160.75,174.94,157.93,10.77,26673.14,3.62,8.91
2026-04-27,301308.XSHE,江波龙,半导体II,73.13,374.2,392.69,372.46,5.43,104512.14,14.29,6.91
2026-04-27,600330.XSHG,天通股份,电子化学品II,72.29,27.6,27.42,25.89,5.91,18048.84,2.5,21.2
2026-04-27,600498.XSHG,烽火通信,通信设备II,68.61,51.05,51.6,52.26,-1.26,2075.45,0.3,10.28
2026-04-27,002812.XSHE,恩捷股份,电池II,67.27,80.24,80.85,77.18,4.76,-97359.88,-14.47,10.02
2026-04-27,601869.XSHG,长飞光纤,通信设备II,67.26,378.0,377.5,368.16,2.54,46893.87,6.97,4.32
2026-04-27,002202.XSHE,金风科技,风电设备II,64.18,26.21,26.53,25.48,4.12,47050.08,7.33,7.17
2026-04-27,000063.XSHE,中兴通讯,通信设备II,62.29,35.8,37.26,36.38,2.42,93772.61,15.05,4.18
2026-04-27,002594.XSHE,比亚迪,乘用车II,61.69,100.0,102.34,99.46,2.9,92797.01,15.04,1.73
2026-04-28,600150.XSHG,中国船舶,船舶制造II,108.22,38.71,41.32,38.41,7.58,88190.93,8.15,3.49
2026-04-28,000066.XSHE,中国长城,计算机设备II,76.48,16.63,17.83,16.77,6.32,149726.6,19.58,13.4
2026-04-28,600030.XSHG,中信证券,证券II,71.36,26.42,26.86,26.34,1.97,52094.88,7.3,2.14
2026-04-28,300059.XSHE,东方财富,证券II,70.73,19.9,20.16,19.98,0.9,49546.85,7.01,2.62
2026-04-28,001309.XSHE,德明利,半导体II,66.03,496.93,496.39,488.15,1.69,67371.39,10.2,8.2
2026-04-28,603083.XSHG,剑桥科技,通信设备II,64.96,159.76,154.95,153.36,1.04,24605.94,3.79,14.87
2026-04-28,688498.XSHG,源杰科技,半导体II,63.97,1012.3,995.46,978.44,1.74,3812.45,0.6,5.18
2026-04-28,002361.XSHE,神剑股份,塑料II,63.67,20.66,20.02,21.66,-7.57,-17944.48,-2.82,37.89
2026-04-28,002008.XSHE,大族激光,自动化设备II,61.29,102.86,105.07,104.53,0.52,13429.45,2.19,6.04
2026-04-28,688048.XSHG,长光华芯,半导体II,59.54,393.93,364.59,385.0,-5.3,-58349.74,-9.8,9.15
2026-04-28,603259.XSHG,药明康德,医疗服务II,59.25,108.77,108.84,98.94,10.01,124708.15,21.05,2.18
2026-04-28,301358.XSHE,湖南裕能,电池II,58.21,94.69,92.28,89.5,3.11,-12328.4,-2.12,8.11
2026-04-29,002594.XSHE,比亚迪,乘用车II,110.22,101.47,105.4,101.48,3.86,204280.47,18.53,3.03
2026-04-29,300390.XSHE,天华新能,电池II,98.77,92.0,110.5,92.99,18.83,53018.61,5.37,14.37
2026-04-29,600036.XSHG,招商银行,股份制银行II,97.81,38.91,38.5,39.6,-2.78,-167789.05,-17.16,1.23
2026-04-29,601318.XSHG,中国平安,保险II,94.82,55.75,57.5,55.76,3.12,34702.75,3.66,1.51
2026-04-29,600111.XSHG,北方稀土,稀有金属II,93.53,47.37,50.81,46.19,10.0,285410.38,30.52,5.18
2026-04-29,000938.XSHE,紫光股份,IT服务II,83.34,32.42,32.34,31.51,2.63,-49643.57,-5.96,8.93
2026-04-29,000651.XSHE,格力电器,白色家电II,80.98,39.99,40.47,38.44,5.28,63379.1,7.83,3.63
2026-04-29,002407.XSHE,多氟多,化学制品II,74.17,33.16,35.69,33.59,6.25,15768.03,2.13,19.62
2026-04-29,603799.XSHG,华友钴业,能源金属II,72.81,63.05,67.08,64.2,4.49,40813.49,5.61,5.83
2026-04-29,002460.XSHE,赣锋锂业,能源金属II,72.24,81.81,86.9,82.1,5.85,81157.36,11.23,7.01
2026-04-29,300014.XSHE,亿纬锂能,电池II,69.0,69.96,73.85,70.19,5.21,63427.5,9.19,4.53
2026-04-29,600176.XSHG,中国巨石,玻璃制造II,62.92,34.02,35.54,34.34,3.49,48493.41,7.71,4.43
2026-04-29,000792.XSHE,盐湖股份,农化制品II,59.96,36.61,39.5,37.02,6.7,36190.64,6.04,2.94
2026-04-29,300124.XSHE,汇川技术,自动化设备II,58.45,61.58,67.14,60.96,10.14,18944.51,3.24,3.7
2026-04-29,600183.XSHG,生益科技,元件II,58.11,76.23,77.57,76.19,1.81,39774.82,6.84,3.08
2026-04-29,002176.XSHE,江特电机,电机II,57.79,13.77,16.09,14.63,9.98,57353.9,9.92,22.54
2026-04-30,688521.XSHG,芯原股份,半导体II,111.24,260.0,280.88,234.07,20.0,122906.1,11.05,7.78
2026-04-30,600150.XSHG,中国船舶,船舶制造II,107.19,43.0,41.76,41.16,1.46,-112619.76,-10.51,4.17
2026-04-30,002202.XSHE,金风科技,风电设备II,94.89,26.51,27.55,25.73,7.07,118498.58,12.49,10.39
2026-04-30,002371.XSHE,北方华创,半导体II,88.05,519.18,536.99,510.71,5.15,63108.23,7.17,2.29
2026-04-30,000977.XSHE,浪潮信息,计算机设备II,81.96,69.46,69.71,72.24,-3.5,-122404.34,-14.93,8.18
2026-04-30,600330.XSHG,天通股份,电子化学品II,79.86,25.79,27.89,25.66,8.69,82797.31,10.37,23.63
2026-04-30,002050.XSHE,三花智控,家电零部件II,76.7,44.69,46.92,44.82,4.69,76059.12,9.92,4.46
2026-04-30,300059.XSHE,东方财富,证券II,74.49,20.25,20.36,20.26,0.49,6994.95,0.94,2.72
2026-04-30,600118.XSHG,中国卫星,航天装备II,73.28,97.01,102.8,97.93,4.97,71508.26,9.76,6.13
2026-04-30,600519.XSHG,贵州茅台,白酒II,73.16,1400.0,1384.79,1401.17,-1.17,-138136.62,-18.88,0.42
2026-04-30,002428.XSHE,云南锗业,稀有金属II,72.86,68.72,70.01,69.22,1.14,40258.51,5.53,15.79
2026-04-30,000657.XSHE,中钨高新,稀有金属II,72.5,58.0,58.19,57.31,1.54,-2629.69,-0.36,8.55
2026-04-30,601869.XSHG,长飞光纤,通信设备II,72.45,359.1,353.9,370.52,-4.49,-138979.73,-19.18,5.11
2026-04-30,600498.XSHG,烽火通信,通信设备II,71.86,49.2,46.68,51.5,-9.36,-127392.83,-17.73,11.96
2026-04-30,688012.XSHG,中微公司,半导体II,71.13,241.42,252.35,241.26,4.6,32935.76,4.63,3.06
2026-04-30,603083.XSHG,剑桥科技,通信设备II,69.27,178.73,174.7,170.45,2.49,-45088.68,-6.51,14.0
2026-04-30,002156.XSHE,通富微电,半导体II,68.22,50.92,51.71,49.44,4.59,45989.21,6.74,8.7
2026-05-06,603019.XSHG,中科曙光,计算机设备II,134.22,95.59,99.37,92.56,7.36,116423.48,8.67,9.15
2026-05-06,300442.XSHE,润泽科技,通信运营II,85.53,93.0,96.21,89.06,8.03,42471.42,4.97,5.41
2026-05-06,300058.XSHE,蓝色光标,广告营销II,83.91,17.7,18.05,17.12,5.43,43832.1,5.22,13.35
2026-05-06,000063.XSHE,中兴通讯,通信设备II,83.21,37.51,38.25,36.7,4.22,99710.57,11.98,5.38
2026-05-06,300014.XSHE,亿纬锂能,电池II,80.77,72.8,75.29,72.35,4.06,67878.16,8.4,5.16
2026-05-06,000858.XSHE,五粮液,白酒II,79.89,90.78,92.26,97.08,-4.96,-136389.93,-17.07,2.25
2026-05-06,688313.XSHG,仕佳光子,通信设备II,75.34,135.73,150.93,131.56,14.72,17817.17,2.36,11.31
2026-05-06,688820.XSHG,盛合晶微,半导体II,73.16,108.13,107.1,103.0,3.98,-95757.12,-13.09,38.48
2026-05-07,001309.XSHE,德明利,半导体II,155.81,603.0,616.51,577.29,6.79,-146379.65,-9.39,15.68
2026-05-07,002156.XSHE,通富微电,半导体II,148.41,60.73,59.01,56.89,3.73,-34505.09,-2.32,16.59
2026-05-07,000066.XSHE,中国长城,计算机设备II,119.97,23.29,23.98,21.8,10.0,1092.16,0.09,15.8
2026-05-07,600105.XSHG,永鼎股份,通信设备II,104.39,44.71,47.51,43.67,8.79,99005.91,9.48,15.5
2026-05-07,002149.XSHE,西部材料,稀有金属II,82.85,71.0,73.47,69.86,5.17,-56850.7,-6.86,23.45
2026-05-07,601318.XSHG,中国平安,保险II,79.2,57.67,58.09,57.43,1.15,-7193.54,-0.91,1.23
2026-05-07,601869.XSHG,长飞光纤,通信设备II,77.26,380.11,389.2,361.05,7.8,49137.91,6.36,4.97
2026-05-07,300395.XSHE,菲利华,航空装备II,76.39,117.0,128.52,115.96,10.83,49808.31,6.52,11.98
2026-05-07,603799.XSHG,华友钴业,能源金属II,76.01,68.27,67.62,67.39,0.34,-12415.71,-1.63,5.84
2026-05-07,002463.XSHE,沪电股份,元件II,72.99,104.33,107.38,104.3,2.95,59216.41,8.11,3.56
2026-05-07,300342.XSHE,天银机电,家电零部件II,71.83,72.47,64.97,72.59,-10.5,-120859.88,-16.83,25.3
2026-05-07,688048.XSHG,长光华芯,半导体II,69.63,364.65,392.87,372.01,5.61,3699.07,0.53,10.63
2026-05-08,600118.XSHG,中国卫星,航天装备II,98.19,105.57,114.18,107.3,6.41,8772.75,0.89,7.52
2026-05-08,000977.XSHE,浪潮信息,计算机设备II,95.51,72.09,76.44,73.2,4.43,118041.57,12.36,8.53
2026-05-08,600673.XSHG,东阳光,综合II,90.92,42.83,39.9,42.83,-6.84,-34096.91,-3.75,7.43
2026-05-08,600584.XSHG,长电科技,半导体II,82.39,48.0,50.75,48.76,4.08,25792.58,3.13,9.43
2026-05-08,600879.XSHG,航天电子,航天装备II,80.13,25.1,26.65,25.31,5.29,40695.54,5.08,9.29
2026-05-08,600498.XSHG,烽火通信,通信设备II,76.39,51.0,57.0,51.82,10.0,119007.62,15.58,11.0
2026-05-08,002342.XSHE,巨力索具,通用机械II,76.19,22.1,22.09,22.1,-0.05,-98824.68,-12.97,35.6
2026-05-08,002008.XSHE,大族激光,自动化设备II,75.78,115.24,121.89,112.25,8.59,81314.76,10.73,6.79
2026-05-08,002361.XSHE,神剑股份,塑料II,75.47,21.5,21.9,21.6,1.39,-33293.66,-4.41,41.63
2026-05-08,601868.XSHG,中国能建,基础建设II,74.87,3.2,3.22,3.12,3.21,-48355.83,-6.46,7.17
2026-05-11,300059.XSHE,东方财富,证券II,122.02,20.45,21.28,20.49,3.86,164844.41,13.51,4.36
2026-05-11,000547.XSHE,航天发展,军工电子II,107.53,28.59,28.81,27.59,4.42,-42639.12,-3.97,23.88
2026-05-11,300604.XSHE,长川科技,半导体II,97.3,185.91,218.31,181.93,20.0,79295.33,8.15,9.61
2026-05-11,603019.XSHG,中科曙光,计算机设备II,90.66,98.57,99.62,95.89,3.89,61733.51,6.81,6.24
2026-05-11,688012.XSHG,中微公司,半导体II,87.68,252.86,257.28,248.13,3.69,-8326.12,-0.95,3.65
2026-05-11,002371.XSHE,北方华创,半导体II,82.26,549.98,573.19,540.79,5.99,8248.2,1.0,2.0
2026-05-11,600519.XSHG,贵州茅台,白酒II,77.91,1372.89,1361.33,1372.99,-0.85,-112880.5,-14.49,0.46
2026-05-11,002463.XSHE,沪电股份,元件II,76.08,110.0,108.68,108.71,-0.03,-63415.81,-8.33,3.66
2026-05-11,688820.XSHG,盛合晶微,半导体II,74.41,134.6,144.5,127.0,13.78,12847.25,1.73,31.37
2026-05-12,600276.XSHG,恒瑞医药,化学制药II,138.32,53.31,55.88,53.3,4.84,72793.01,5.26,3.86
2026-05-12,600601.XSHG,方正科技,元件II,104.05,13.85,14.31,13.33,7.35,-49909.35,-4.8,17.38
2026-05-12,300395.XSHE,菲利华,航空装备II,103.67,135.8,148.16,131.45,12.71,103130.87,9.95,14.56
2026-05-12,600089.XSHG,特变电工,电网设备II,101.29,27.98,28.94,27.98,3.43,68364.5,6.75,6.98
2026-05-12,601179.XSHG,中国西电,电网设备II,85.2,18.1,19.2,18.1,6.08,58616.34,6.88,8.83
2026-05-12,600330.XSHG,天通股份,电子化学品II,78.92,33.97,32.66,32.08,1.81,-39975.47,-5.07,19.76
2026-05-12,603993.XSHG,洛阳钼业,工业金属II,75.67,20.36,20.29,19.73,2.84,47759.35,6.31,2.09
2026-05-12,603083.XSHG,剑桥科技,通信设备II,74.76,202.72,189.13,197.5,-4.24,-84704.44,-11.33,14.01
2026-05-12,002222.XSHE,福晶科技,光学光电子II,74.68,110.94,113.36,108.69,4.3,-18021.54,-2.41,14.55
2026-05-12,300442.XSHE,润泽科技,通信运营II,74.57,96.68,91.38,97.91,-6.67,-161953.43,-21.72,4.9
2026-05-12,603259.XSHG,药明康德,医疗服务II,71.88,106.31,108.6,107.02,1.48,49911.76,6.94,2.63
2026-05-13,300604.XSHE,长川科技,半导体II,87.88,210.02,227.89,212.98,7.0,74819.12,8.51,8.3
2026-05-13,300017.XSHE,网宿科技,IT服务II,87.23,17.29,19.4,17.17,12.99,134868.02,15.46,19.67
2026-05-13,603019.XSHG,中科曙光,计算机设备II,80.48,95.59,100.28,97.0,3.38,23715.83,2.95,5.62
2026-05-13,002371.XSHE,北方华创,半导体II,78.79,570.99,581.0,581.45,-0.08,-39436.13,-5.01,1.91
2026-05-13,002463.XSHE,沪电股份,元件II,78.24,106.53,112.58,108.68,3.59,23027.78,2.94,3.67
2026-05-13,600519.XSHG,贵州茅台,白酒II,76.53,1354.5,1344.09,1354.55,-0.77,-117758.31,-15.39,0.45
2026-05-13,000938.XSHE,紫光股份,IT服务II,75.68,30.53,32.83,30.62,7.22,68950.53,9.11,8.3
2026-05-13,000977.XSHE,浪潮信息,计算机设备II,75.63,72.62,77.34,73.09,5.81,80603.93,10.66,6.8
2026-05-13,002491.XSHE,通鼎互联,通信设备II,75.19,25.01,26.95,25.0,7.8,-86306.69,-11.48,24.23
2026-05-13,002050.XSHE,三花智控,家电零部件II,72.78,50.4,51.5,50.92,1.14,5183.72,0.71,3.9
2026-05-14,601991.XSHG,大唐发电,电力II,145.17,8.11,7.2,7.37,-2.31,-143230.16,-9.87,14.98
2026-05-14,600105.XSHG,永鼎股份,通信设备II,104.39,52.84,53.98,51.82,4.17,70255.09,6.73,13.02
2026-05-14,002600.XSHE,领益智造,电子制造II,98.05,15.92,16.38,15.35,6.71,159713.67,16.29,8.38
2026-05-14,002008.XSHE,大族激光,自动化设备II,92.43,152.79,149.02,147.93,0.74,-63105.47,-6.83,6.4
2026-05-14,600183.XSHG,生益科技,元件II,89.76,97.56,92.8,93.66,-0.92,-77058.38,-8.58,3.9
2026-05-14,300782.XSHE,卓胜微,半导体II,86.94,130.95,140.88,126.93,10.99,18099.05,2.08,14.3
2026-05-14,002015.XSHE,协鑫能科,电力II,84.0,25.25,23.38,23.27,0.47,-44029.83,-5.24,21.13
2026-05-14,600118.XSHG,中国卫星,航天装备II,83.57,111.81,100.8,112.0,-10.0,-178048.08,-21.31,6.74
2026-05-15,688012.XSHG,中微公司,半导体II,160.19,263.79,290.31,259.64,11.81,29437.3,1.84,6.08
2026-05-15,002371.XSHE,北方华创,半导体II,138.4,569.8,592.0,564.4,4.89,12930.02,0.93,3.22
2026-05-15,688820.XSHG,盛合晶微,半导体II,94.98,158.04,183.84,154.8,18.76,-33342.55,-3.51,32.69
2026-05-15,300433.XSHE,蓝思科技,电子制造II,89.43,34.0,34.21,32.31,5.88,33433.04,3.74,5.28
2026-05-15,002709.XSHE,天赐材料,电池II,77.83,55.89,57.54,55.51,3.66,24542.19,3.15,8.92
2026-05-15,600703.XSHG,三安光电,光学光电子II,77.25,17.69,16.16,17.45,-7.39,-87886.77,-11.38,9.34
2026-05-15,688498.XSHG,源杰科技,半导体II,75.99,1092.32,1075.73,1128.17,-4.65,2575.76,0.34,5.73
2026-05-18,002407.XSHE,多氟多,化学制品II,110.22,37.03,37.6,36.28,3.64,-99367.5,-9.02,26.86
2026-05-18,600183.XSHG,生益科技,元件II,72.71,89.73,98.4,89.45,10.01,117756.04,16.19,3.15
2026-05-18,002149.XSHE,西部材料,稀有金属II,72.28,70.5,73.9,69.02,7.07,65714.28,9.09,20.2
2026-05-18,601869.XSHG,长飞光纤,通信设备II,64.89,368.0,399.48,374.45,6.68,61157.82,9.43,4.07
2026-05-18,600150.XSHG,中国船舶,船舶制造II,60.23,40.2,38.17,40.55,-5.87,-89215.2,-14.81,2.06
2026-05-18,603667.XSHG,五洲新春,通用机械II,56.73,81.55,84.84,84.27,0.68,-21780.07,-3.84,18.38
2026-05-19,688521.XSHG,芯原股份,半导体II,113.1,257.37,299.91,259.5,15.57,116501.88,10.3,7.71
