entry_date,code,name,money_t,money_t_yi,sum_1d,sum_1d_yi,sum_3d,sum_3d_yi,sum_5d,sum_5d_yi,sum_10d,sum_10d_yi,sum_20d,sum_20d_yi,track_days
2026-04-16,300014.XSHE,亿纬锂能,5489270372.93,54.89,5489270372.93,54.89,14221307693.39,142.21,27580286983.82,275.8,54189575939.62,541.9,116476118765.23,1164.76,20
2026-04-16,002342.XSHE,巨力索具,5377209970.94,53.77,5377209970.94,53.77,14937617366.66,149.38,26371644713.88,263.72,45726058553.79,457.26,89195072514.8,891.95,20
2026-04-16,603629.XSHG,利通电子,5226976536.9,52.27,5226976536.9,52.27,14802939310.33,148.03,23734960646.72,237.35,40129164273.57,401.29,102080658090.76,1020.81,20
2026-04-17,600519.XSHG,贵州茅台,13631929446.08,136.32,13631929446.08,136.32,21833670679.25,218.34,30960329364.51,309.6,66173820624.38,661.74,132703110795.09,1327.03,20
2026-04-17,603259.XSHG,药明康德,7833958763.36,78.34,7833958763.36,78.34,14493105804.73,144.93,20736727454.21,207.37,51178303204.2,511.78,100298823206.44,1002.99,20
2026-04-17,601778.XSHG,晶科科技,7740995280.89,77.41,7740995280.89,77.41,17338268001.32,173.38,27781968421.58,277.82,53094856668.68,530.95,94782307157.54,947.82,20
2026-04-17,002281.XSHE,光迅科技,7116609917.24,71.17,7116609917.24,71.17,23434207882.96,234.34,47494170699.86,474.94,96620355347.45,966.2,246316456381.87,2463.16,20
2026-04-17,300620.XSHE,光库科技,6800641430.98,68.01,6800641430.98,68.01,17005321005.57,170.05,31547097486.98,315.47,49439031732.45,494.39,98800614995.12,988.01,20
2026-04-17,688313.XSHG,仕佳光子,6517594220.26,65.18,6517594220.26,65.18,19994927473.27,199.95,32748055736.7,327.48,60606588948.83,606.07,117920116315.3,1179.2,20
2026-04-17,002837.XSHE,英维克,6284630521.87,62.85,6284630521.87,62.85,17065363820.29,170.65,42615721589.85,426.16,62224247971.72,622.24,114411361882.43,1144.11,20
2026-04-17,002428.XSHE,云南锗业,6170237621.93,61.7,6170237621.93,61.7,22027706612.01,220.28,40287040040.79,402.87,78213276847.61,782.13,173052912594.59,1730.53,20
2026-04-17,300548.XSHE,长芯博创,5946222752.8,59.46,5946222752.8,59.46,15991869716.33,159.92,26909224854.55,269.09,49577007991.04,495.77,94630651877.31,946.31,20
2026-04-17,600666.XSHG,奥瑞德,5916884229.01,59.17,5916884229.01,59.17,14545035569.26,145.45,20685984175.37,206.86,30230508506.96,302.31,48175100686.12,481.75,20
2026-04-17,688048.XSHG,长光华芯,5791753922.96,57.92,5791753922.96,57.92,15613445825.59,156.13,30495769447.1,304.96,60860074512.09,608.6,116589716502.56,1165.9,20
2026-04-17,300456.XSHE,赛微电子,5694628168.69,56.95,5694628168.69,56.95,13397648244.3,133.98,25338440250.03,253.38,36267121585.59,362.67,69025110434.39,690.25,20
2026-04-17,002565.XSHE,顺灏股份,5580063026.43,55.8,5580063026.43,55.8,13808944120.64,138.09,26518555882.93,265.19,45379264943.8,453.79,78039652812.63,780.4,20
2026-04-17,600703.XSHG,三安光电,5553381293.27,55.53,5553381293.27,55.53,15230603058.84,152.31,26827335995.11,268.27,44809582475.92,448.1,101117383323.47,1011.17,20
2026-04-17,300475.XSHE,香农芯创,5518080873.81,55.18,5518080873.81,55.18,16475479777.48,164.75,26218123110.46,262.18,70810656629.07,708.11,172078939907.95,1720.79,20
2026-04-20,000977.XSHE,浪潮信息,10962102359.42,109.62,10962102359.42,109.62,25978407196.43,259.78,38036871625.81,380.37,66508624332.43,665.09,131749086704.12,1317.49,20
2026-04-20,603083.XSHG,剑桥科技,9720297505.26,97.2,9720297505.26,97.2,26772914909.42,267.73,40948558856.97,409.49,69116502636.39,691.17,128984798254.71,1289.85,20
2026-04-20,002371.XSHE,北方华创,8616839068.34,86.17,8616839068.34,86.17,24041815337.32,240.42,34853398161.15,348.53,74780519728.28,747.81,156815981689.42,1568.16,20
2026-04-20,600879.XSHG,航天电子,7598765778.41,75.99,7598765778.41,75.99,18621348968.83,186.21,28554584618.11,285.55,46436243399.54,464.36,91210576674.19,912.11,20
2026-04-20,002202.XSHE,金风科技,7312219053.96,73.12,7312219053.96,73.12,16171679038.67,161.72,24340763723.06,243.41,56664866723.52,566.65,107309200742.15,1073.09,20
2026-04-20,600118.XSHG,中国卫星,7073679847.18,70.74,7073679847.18,70.74,28676011912.74,286.76,46762355631.17,467.62,78859246404.97,788.59,148548715805.34,1485.49,20
2026-04-20,600498.XSHG,烽火通信,6929799839.73,69.3,6929799839.73,69.3,18904853833.9,189.05,30771265380.93,307.71,60622712250.71,606.23,132784291627.79,1327.84,20
2026-04-20,600522.XSHG,中天科技,6813994826.99,68.14,6813994826.99,68.14,29580178114.85,295.8,46308324120.72,463.08,89018280952.68,890.18,237235882349.38,2372.36,20
2026-04-20,600111.XSHG,北方稀土,6728754564.76,67.29,6728754564.76,67.29,15450969951.02,154.51,26419312894.47,264.19,67434988201.61,674.35,156583460506.94,1565.83,20
2026-04-20,002131.XSHE,利欧股份,6574417077.09,65.74,6574417077.09,65.74,13953254828.05,139.53,21575349696.71,215.75,37274308089.9,372.74,74577822564.8,745.78,20
2026-04-20,603019.XSHG,中科曙光,6236627063.24,62.37,6236627063.24,62.37,14596567158.28,145.97,27950754480.99,279.51,64030817723.12,640.31,139854176087.87,1398.54,20
2026-04-20,600150.XSHG,中国船舶,6198641798.82,61.99,6198641798.82,61.99,14892573144.77,148.93,30245763055.11,302.46,69664210183.39,696.64,117577935719.31,1175.78,20
2026-04-20,601179.XSHG,中国西电,6142604683.28,61.43,6142604683.28,61.43,13895285187.4,138.95,22421809725.88,224.22,36184168001.62,361.84,85107789101.7,851.08,20
2026-04-20,600089.XSHG,特变电工,5938315457.14,59.38,5938315457.14,59.38,12444440782.85,124.44,21593296574.66,215.93,41205074268.95,412.05,100677380957.32,1006.77,20
2026-04-21,688820.XSHG,盛合晶微,10371848464.68,103.72,10371848464.68,103.72,24438609764.76,244.39,36194254496.32,361.94,64505575460.08,645.06,140920847225.27,1409.21,20
2026-04-21,002466.XSHE,天齐锂业,9705112385.87,97.05,9705112385.87,97.05,21516824426.43,215.17,38643882805.34,386.44,82568602616.32,825.69,138022997975.47,1380.23,20
2026-04-21,600330.XSHG,天通股份,9371609166.64,93.72,9371609166.64,93.72,22152561837.3,221.53,35487376530.29,354.87,68548700912.45,685.49,122228635144.04,1222.29,20
2026-04-21,002709.XSHE,天赐材料,8145538197.12,81.46,8145538197.12,81.46,21280786288.67,212.81,37138945400.54,371.39,87369792703.0,873.7,161088286701.03,1610.88,20
2026-04-21,300014.XSHE,亿纬锂能,7541312230.63,75.41,7541312230.63,75.41,18557847493.55,185.58,29131041504.03,291.31,63674578164.38,636.75,115921911878.9,1159.22,20
2026-04-21,002149.XSHE,西部材料,6937009337.6,69.37,6937009337.6,69.37,19450772850.36,194.51,29218023712.82,292.18,54960075390.62,549.6,112084794132.14,1120.85,20
2026-04-21,601698.XSHG,中国卫通,6618646171.04,66.19,6618646171.04,66.19,16030411153.9,160.3,22271113901.04,222.71,33705825423.53,337.06,60680885787.55,606.81,20
2026-04-21,002460.XSHE,赣锋锂业,6603440345.75,66.03,6603440345.75,66.03,16828589629.13,168.29,30607351830.09,306.07,67370200953.08,673.7,116810148022.45,1168.1,20
2026-04-21,688270.XSHG,ST臻镭,6135042153.72,61.35,6135042153.72,61.35,11835837664.85,118.36,16292042450.29,162.92,26077876674.53,260.78,43228117632.65,432.28,20
2026-04-21,300450.XSHE,先导智能,5700887686.57,57.01,5700887686.57,57.01,13959077198.96,139.59,20191165274.92,201.91,38596454129.43,385.96,70846160585.88,708.46,20
2026-04-21,002342.XSHE,巨力索具,5670995482.94,56.71,5670995482.94,56.71,15529473195.13,155.29,23638652673.74,236.39,44917593418.64,449.18,83450822582.22,834.51,20
2026-04-21,600183.XSHG,生益科技,5327137232.51,53.27,5327137232.51,53.27,15858228344.78,158.58,24304328541.02,243.04,47119096965.51,471.19,107354977794.82,1073.55,20
2026-04-21,300442.XSHE,润泽科技,5267893421.49,52.68,5267893421.49,52.68,17696106549.0,176.96,27615266141.21,276.15,53164665116.29,531.65,134630830614.88,1346.31,20
2026-04-22,002837.XSHE,英维克,16119273349.11,161.19,16119273349.11,161.19,32151745441.15,321.52,39587919811.34,395.88,60663385792.84,606.63,116066643409.92,1160.67,20
2026-04-22,000938.XSHE,紫光股份,9570357043.38,95.7,9570357043.38,95.7,27217602518.05,272.18,39019355582.84,390.19,76519402698.09,765.19,145007133699.72,1450.07,20
2026-04-22,000063.XSHE,中兴通讯,8493460079.24,84.93,8493460079.24,84.93,17188101624.53,171.88,27525602412.61,275.26,53886615626.5,538.87,104348698361.76,1043.49,20
2026-04-22,688048.XSHG,长光华芯,7984021058.68,79.84,7984021058.68,79.84,22131574391.63,221.32,34085962095.9,340.86,65968283835.68,659.68,117010222081.42,1170.1,20
2026-04-22,002565.XSHE,顺灏股份,7253308016.86,72.53,7253308016.86,72.53,18903221176.18,189.03,25901328999.77,259.01,43103870592.95,431.04,67854738503.22,678.55,20
2026-04-22,002261.XSHE,拓维信息,7104750643.97,71.05,7104750643.97,71.05,20761225134.58,207.61,34502053382.54,345.02,56641705151.98,566.42,84642776079.4,846.43,20
2026-04-22,600498.XSHG,烽火通信,7052982584.96,70.53,7052982584.96,70.53,18919394131.99,189.19,32078599036.46,320.79,62765215056.81,627.65,130696305486.85,1306.96,20
2026-04-22,300017.XSHE,网宿科技,6557710892.49,65.58,6557710892.49,65.58,17369820112.85,173.7,24423552108.42,244.24,42276151642.76,422.76,91021213153.8,910.21,20
2026-04-22,300620.XSHE,光库科技,6172451459.32,61.72,6172451459.32,61.72,19975290138.43,199.75,26884228084.84,268.84,46307131088.24,463.07,93114670413.68,931.15,20
2026-04-22,300059.XSHE,东方财富,5719187226.85,57.19,5719187226.85,57.19,13906495184.54,139.06,25425954097.4,254.26,58524494360.85,585.24,139220258903.8,1392.2,20
2026-04-22,600961.XSHG,株冶集团,5696238414.81,56.96,5696238414.81,56.96,13357896711.87,133.58,18327763236.52,183.28,29808310138.15,298.08,49232630110.23,492.33,20
2026-04-22,000657.XSHE,中钨高新,5557279786.4,55.57,5557279786.4,55.57,14862074140.2,148.62,23208502446.73,232.09,56754474721.86,567.54,103088229380.16,1030.88,20
2026-04-23,002428.XSHE,云南锗业,13001018043.6,130.01,13001018043.6,130.01,32318919834.53,323.19,43641508540.71,436.42,87992362598.65,879.92,177849100322.61,1778.49,20
2026-04-23,600105.XSHG,永鼎股份,11191724333.8,111.92,11191724333.8,111.92,27571921651.26,275.72,43992530663.76,439.93,85586704088.12,855.87,154298563192.08,1542.99,20
2026-04-23,600150.XSHG,中国船舶,9163705941.81,91.64,9163705941.81,91.64,19528934649.01,195.29,34962220273.84,349.62,70072089420.3,700.72,114303835303.48,1143.04,20
2026-04-23,600703.XSHG,三安光电,8476803087.35,84.77,8476803087.35,84.77,18376358961.93,183.76,24226426919.13,242.26,45458967888.52,454.59,99253189834.67,992.53,20
2026-04-23,600111.XSHG,北方稀土,7734218125.69,77.34,7734218125.69,77.34,13067514143.71,130.68,24662754327.15,246.63,82913843925.41,829.14,157455943201.66,1574.56,20
2026-04-23,600330.XSHG,天通股份,7638715904.95,76.39,7638715904.95,76.39,20973530597.94,209.74,32259403147.23,322.59,64071801205.95,640.72,117033108116.89,1170.33,20
2026-04-23,300442.XSHE,润泽科技,7186296221.21,71.86,7186296221.21,71.86,17105455813.42,171.05,24667845163.0,246.68,56576836067.92,565.77,134183480863.05,1341.83,20
2026-04-23,300456.XSHE,赛微电子,7183339836.13,71.83,7183339836.13,71.83,11837007633.7,118.37,16137967673.56,161.38,32598899460.31,325.99,61505096144.11,615.05,20
2026-04-23,301308.XSHE,江波龙,6948353860.71,69.48,6948353860.71,69.48,20299708955.08,203.0,39931235297.67,399.31,98918628731.74,989.19,219098959707.12,2190.99,20
2026-04-23,300395.XSHE,菲利华,6679259096.67,66.79,6679259096.67,66.79,13451436964.08,134.51,20143950872.02,201.44,47487357433.57,474.87,114759095165.01,1147.59,20
2026-04-23,002008.XSHE,大族激光,6522707729.05,65.23,6522707729.05,65.23,17237681383.02,172.38,27245715747.06,272.46,59931762777.66,599.32,139803648621.8,1398.04,20
2026-04-23,300548.XSHE,长芯博创,6364283393.91,63.64,6364283393.91,63.64,16287215503.05,162.87,23733418675.57,237.33,49297418201.43,492.97,88431804947.02,884.32,20
2026-04-23,600875.XSHG,东方电气,6178981881.02,61.79,6178981881.02,61.79,13175942398.58,131.76,17819173422.13,178.19,37374569975.35,373.75,72421819843.94,724.22,20
2026-04-23,300342.XSHE,天银机电,6138032425.58,61.38,6138032425.58,61.38,14085753546.46,140.86,20924360000.47,209.24,45905680651.46,459.06,69802269799.36,698.02,20
2026-04-24,688808.XSHG,联讯仪器,11413259860.03,114.13,11413259860.03,114.13,21363243667.82,213.63,30990986610.81,309.91,52064681103.82,520.65,97819221134.54,978.19,20
2026-04-24,300475.XSHE,香农芯创,10868785308.3,108.69,10868785308.3,108.69,29291996500.4,292.92,44592533518.61,445.93,97958569354.46,979.59,183856584228.57,1838.57,20
2026-04-24,688981.XSHG,中芯国际,9980491748.01,99.8,9980491748.01,99.8,28439890300.51,284.4,46101630204.61,461.02,101392905942.36,1013.93,286096596183.89,2860.97,20
2026-04-24,002466.XSHE,天齐锂业,9667979616.3,96.68,9667979616.3,96.68,22750012545.17,227.5,41736832502.62,417.37,81681786614.2,816.82,126718352561.22,1267.18,20
2026-04-24,300390.XSHE,天华新能,8541912156.66,85.42,8541912156.66,85.42,20942500301.8,209.43,38544360388.08,385.44,81470670995.93,814.71,137104293367.91,1371.04,20
2026-04-24,002261.XSHE,拓维信息,8514043177.1,85.14,8514043177.1,85.14,22254871425.06,222.55,29202911759.57,292.03,52245888041.87,522.46,76819748612.31,768.2,20
2026-04-24,002460.XSHE,赣锋锂业,8070282445.64,80.7,8070282445.64,80.7,17755698553.76,177.56,34557144136.66,345.57,67176607026.52,671.77,109130243579.22,1091.3,20
2026-04-24,600519.XSHG,贵州茅台,8003410999.07,80.03,8003410999.07,80.03,23015688163.53,230.16,35213491259.87,352.13,66597410828.08,665.97,131345740842.44,1313.46,20
2026-04-24,603019.XSHG,中科曙光,7657669757.73,76.58,7657669757.73,76.58,20727187210.15,207.27,30315967334.46,303.16,73020547662.71,730.21,145668722820.64,1456.69,20
2026-04-24,601778.XSHG,晶科科技,7597041839.68,75.97,7597041839.68,75.97,16937577923.21,169.38,25312888247.1,253.13,44348645459.09,443.49,76172935591.37,761.73,20
2026-04-24,000977.XSHE,浪潮信息,6932168578.71,69.32,6932168578.71,69.32,16162168218.72,161.62,28024786196.96,280.25,62403810207.76,624.04,119001194373.23,1190.01,20
2026-04-24,688313.XSHG,仕佳光子,6594726085.21,65.95,6594726085.21,65.95,19450194214.45,194.5,27858533212.13,278.59,59926710428.83,599.27,115155555169.31,1151.56,20
2026-04-24,002407.XSHE,多氟多,6341989121.75,63.42,6341989121.75,63.42,19380970791.33,193.81,33312661106.53,333.13,61099568572.95,611.0,137538160947.94,1375.38,20
2026-04-24,688521.XSHG,芯原股份,6320770145.77,63.21,6320770145.77,63.21,16742060204.64,167.42,32718730360.65,327.19,82280050896.01,822.8,153591126207.19,1535.91,20
2026-04-24,002565.XSHE,顺灏股份,6193609413.89,61.94,6193609413.89,61.94,13191717237.48,131.92,18860709060.87,188.61,39509070182.13,395.09,57507027494.72,575.07,20
2026-04-24,002371.XSHE,北方华创,6164129851.71,61.64,6164129851.71,61.64,23650052164.37,236.5,37192761288.19,371.93,70566298504.59,705.66,180822121875.75,1808.22,20
2026-04-27,688012.XSHG,中微公司,8951169135.84,89.51,8951169135.84,89.51,21864264431.69,218.64,38360560583.93,383.61,75606059313.5,756.06,209564234631.09,2095.64,20
2026-04-27,300274.XSHE,阳光电源,8263085470.49,82.63,8263085470.49,82.63,39826487361.24,398.26,58831684965.73,588.32,101352828880.16,1013.53,277775237608.74,2777.75,20
2026-04-27,002156.XSHE,通富微电,8016654568.09,80.17,8016654568.09,80.17,18443177641.93,184.43,27827175885.81,278.27,81290845401.05,812.91,215368153470.81,2153.68,20
2026-04-27,300604.XSHE,长川科技,7359775161.9,73.6,7359775161.9,73.6,19299659831.04,193.0,31044969517.21,310.45,65639909733.41,656.4,149541790516.76,1495.42,20
2026-04-27,301308.XSHE,江波龙,7313386761.48,73.13,7313386761.48,73.13,26944913104.07,269.45,46949236451.25,469.49,113610641344.85,1136.11,229687250375.69,2296.87,20
2026-04-27,600330.XSHG,天通股份,7228661916.56,72.29,7228661916.56,72.29,18514534465.85,185.15,33922749392.83,339.23,65144906670.16,651.45,115811341525.07,1158.11,20
2026-04-27,600498.XSHG,烽火通信,6861251665.66,68.61,6861251665.66,68.61,17102910731.15,171.03,29851446869.78,298.51,69897635830.37,698.98,123192582684.59,1231.93,20
2026-04-27,002812.XSHE,恩捷股份,6727180610.24,67.27,6727180610.24,67.27,15830255119.53,158.3,24059117568.7,240.59,41252004473.74,412.52,70660424230.82,706.6,20
2026-04-27,601869.XSHG,长飞光纤,6726492687.79,67.26,6726492687.79,67.26,15440722729.52,154.41,28971579579.12,289.72,65039375511.39,650.39,116260699178.15,1162.61,20
2026-04-27,002202.XSHE,金风科技,6418259785.51,64.18,6418259785.51,64.18,14274796223.17,142.75,32324103000.46,323.24,63105654155.2,631.06,101130897080.97,1011.31,20
2026-04-27,000063.XSHE,中兴通讯,6228963623.27,62.29,6228963623.27,62.29,13856302996.01,138.56,25755782752.92,257.56,52669723679.87,526.7,100066410511.64,1000.66,20
2026-04-27,002594.XSHE,比亚迪,6169037081.86,61.69,6169037081.86,61.69,20878877596.51,208.79,33831582945.36,338.32,55172560227.58,551.73,90264092724.24,902.64,20
2026-04-28,600150.XSHG,中国船舶,10821818261.88,108.22,10821818261.88,108.22,26152186806.37,261.52,40365729256.17,403.66,65438875646.93,654.39,106609511971.32,1066.1,20
2026-04-28,000066.XSHE,中国长城,7647516946.54,76.48,7647516946.54,76.48,22200497555.48,222.0,35044948904.73,350.45,106426609887.88,1064.27,171755032146.33,1717.55,20
2026-04-28,600030.XSHG,中信证券,7136087372.71,71.36,7136087372.71,71.36,15910276492.06,159.1,25167637737.16,251.68,44774168842.25,447.74,82292154762.98,822.92,20
2026-04-28,300059.XSHE,东方财富,7072650761.74,70.73,7072650761.74,70.73,19519868454.0,195.2,35407639626.88,354.08,76932393239.92,769.32,148954213702.09,1489.54,20
2026-04-28,001309.XSHE,德明利,6602728748.75,66.03,6602728748.75,66.03,25634751410.74,256.35,45734912987.66,457.35,100158893673.54,1001.59,201861986775.66,2018.62,20
2026-04-28,603083.XSHG,剑桥科技,6496237518.53,64.96,6496237518.53,64.96,18305028792.18,183.05,29916923309.91,299.17,60733613848.62,607.34,120657427987.5,1206.57,20
2026-04-28,688498.XSHG,源杰科技,6396501402.65,63.97,6396501402.65,63.97,16587671036.45,165.88,28823071099.64,288.23,57457835760.73,574.58,119402097217.66,1194.02,20
2026-04-28,002361.XSHE,神剑股份,6367332614.12,63.67,6367332614.12,63.67,15876140983.77,158.76,26098790956.65,260.99,52540147794.95,525.4,75584047232.37,755.84,20
2026-04-28,002008.XSHE,大族激光,6129395047.28,61.29,6129395047.28,61.29,16333690630.87,163.34,26379565065.25,263.8,67165014191.08,671.65,145107658792.18,1451.08,20
2026-04-28,688048.XSHG,长光华芯,5954494226.08,59.54,5954494226.08,59.54,17115160816.68,171.15,30321250224.26,303.21,59667857475.49,596.68,110290927100.39,1102.91,20
2026-04-28,603259.XSHG,药明康德,5924749801.77,59.25,5924749801.77,59.25,24029271500.23,240.29,35271990237.12,352.72,63338569949.96,633.39,100541231877.94,1005.41,20
2026-04-28,301358.XSHE,湖南裕能,5821178489.4,58.21,5821178489.4,58.21,17269551564.17,172.7,27247365670.76,272.47,45963376644.63,459.63,70724219449.88,707.24,20
2026-04-29,002594.XSHE,比亚迪,11021927729.24,110.22,11021927729.24,110.22,23974633078.09,239.75,32506744926.42,325.07,53184655394.04,531.85,89299744648.07,893.0,20
2026-04-29,300390.XSHE,天华新能,9876859984.38,98.77,9876859984.38,98.77,27199938273.01,272.0,45502641956.39,455.03,80503650648.19,805.04,133684332584.36,1336.84,20
2026-04-29,600036.XSHG,招商银行,9780526575.06,97.81,9780526575.06,97.81,19695195426.06,196.95,26000696834.69,260.01,42288081593.47,422.88,73724616398.07,737.25,20
2026-04-29,601318.XSHG,中国平安,9481901997.52,94.82,9481901997.52,94.82,21209352641.56,212.09,33521833688.34,335.22,61263922462.56,612.64,107741156075.66,1077.41,20
2026-04-29,600111.XSHG,北方稀土,9352752885.28,93.53,9352752885.28,93.53,36674016808.72,366.74,54335918661.15,543.36,106437813004.75,1064.38,164715208595.32,1647.15,20
2026-04-29,000938.XSHE,紫光股份,8334139055.29,83.34,8334139055.29,83.34,22935338014.41,229.35,37500047115.25,375.0,77564343268.16,775.64,134026307322.82,1340.26,20
2026-04-29,000651.XSHE,格力电器,8098172737.91,80.98,8098172737.91,80.98,13639829310.53,136.4,16938455971.35,169.38,26415449215.95,264.15,42074036858.95,420.74,20
2026-04-29,002407.XSHE,多氟多,7416867622.12,74.17,7416867622.12,74.17,20833163868.56,208.33,32836794082.1,328.37,53447954590.66,534.48,131888359239.34,1318.88,20
2026-04-29,603799.XSHG,华友钴业,7281206973.46,72.81,7281206973.46,72.81,19846950877.51,198.47,33348303017.96,333.48,58975406106.14,589.75,91593349563.43,915.93,20
2026-04-29,002460.XSHE,赣锋锂业,7223688906.43,72.24,7223688906.43,72.24,24937152661.65,249.37,39732623897.35,397.33,63989112140.67,639.89,102056600977.84,1020.57,20
2026-04-29,300014.XSHE,亿纬锂能,6900083382.65,69.0,6900083382.65,69.0,20427206029.0,204.27,38547218562.15,385.47,65485504866.38,654.86,106750999669.27,1067.51,20
2026-04-29,600176.XSHG,中国巨石,6292092906.58,62.92,6292092906.58,62.92,18659113082.71,186.59,28031901145.94,280.32,57225182316.69,572.25,116743298670.18,1167.43,20
2026-04-29,000792.XSHE,盐湖股份,5996234285.89,59.96,5996234285.89,59.96,21887666836.47,218.88,33964755937.39,339.65,55638339074.94,556.38,84237618690.68,842.38,20
2026-04-29,300124.XSHE,汇川技术,5844835677.73,58.45,5844835677.73,58.45,13606871672.07,136.07,23943490755.92,239.43,43789899038.58,437.9,81860312245.22,818.6,20
2026-04-29,600183.XSHG,生益科技,5810891333.3,58.11,5810891333.3,58.11,14358372934.52,143.58,21181017625.59,211.81,50410443794.99,504.1,146631954601.99,1466.32,20
2026-04-29,002176.XSHE,江特电机,5779288777.14,57.79,5779288777.14,57.79,15342492767.5,153.42,23228498352.97,232.28,34935680664.74,349.36,48505741334.53,485.06,20
2026-04-30,688521.XSHG,芯原股份,11123816473.2,111.24,11123816473.2,111.24,35271407800.28,352.71,52556894789.74,525.57,87922416342.18,879.22,155281427593.86,1552.81,20
2026-04-30,600150.XSHG,中国船舶,10718901181.54,107.19,10718901181.54,107.19,24932443631.34,249.32,35109869146.46,351.1,60132201319.71,601.32,97043173606.54,970.43,20
2026-04-30,002202.XSHE,金风科技,9489163559.8,94.89,9489163559.8,94.89,25531888229.03,255.32,38627465803.49,386.27,63158995785.88,631.59,95749367523.99,957.49,20
2026-04-30,002371.XSHE,北方华创,8805165447.81,88.05,8805165447.81,88.05,23043053709.42,230.43,35744959683.75,357.45,80396028481.82,803.96,187632816565.93,1876.33,20
2026-04-30,000977.XSHE,浪潮信息,8195854087.34,81.96,8195854087.34,81.96,20217772925.97,202.18,36934412041.19,369.34,70922335753.09,709.22,122685869459.1,1226.86,20
2026-04-30,600330.XSHG,天通股份,7985571304.43,79.86,7985571304.43,79.86,21775451832.87,217.75,31812398058.72,318.12,64121804419.46,641.22,117324422791.0,1173.24,20
2026-04-30,002050.XSHE,三花智控,7670256265.67,76.7,7670256265.67,76.7,25029243962.41,250.29,48493468041.99,484.93,96829047747.21,968.29,202078368191.31,2020.78,20
2026-04-30,300059.XSHE,东方财富,7449063641.71,74.49,7449063641.71,74.49,23336834814.59,233.37,40301960098.24,403.02,76613428768.38,766.13,148765397255.15,1487.65,20
2026-04-30,600118.XSHG,中国卫星,7327791636.3,73.28,7327791636.3,73.28,21792543534.42,217.93,39764488902.1,397.64,72946024326.22,729.46,113362152860.06,1133.62,20
2026-04-30,600519.XSHG,贵州茅台,7316111748.09,73.16,7316111748.09,73.16,19440149002.8,194.4,31813726334.42,318.14,68126231583.33,681.26,135708932731.94,1357.09,20
2026-04-30,002428.XSHE,云南锗业,7285746309.71,72.86,7285746309.71,72.86,24673850845.82,246.74,44350854057.94,443.51,95103632195.87,951.04,175760685672.27,1757.61,20
2026-04-30,000657.XSHE,中钨高新,7249828212.13,72.5,7249828212.13,72.5,22472492172.19,224.72,34695818140.31,346.96,56270608610.11,562.71,118391507216.35,1183.92,20
2026-04-30,601869.XSHG,长飞光纤,7244593592.11,72.45,7244593592.11,72.45,21256625682.48,212.57,36532247917.45,365.32,67809805162.81,678.1,121924484110.37,1219.24,20
2026-04-30,600498.XSHG,烽火通信,7186418415.02,71.86,7186418415.02,71.86,19104073779.69,191.04,37098088355.05,370.98,72930209012.29,729.3,118150713479.67,1181.51,20
2026-04-30,688012.XSHG,中微公司,7112514370.22,71.13,7112514370.22,71.13,23025520321.01,230.26,38348654941.82,383.49,88519342784.0,885.19,215176818726.48,2151.77,20
2026-04-30,603083.XSHG,剑桥科技,6927215715.98,69.27,6927215715.98,69.27,18539110233.71,185.39,30599566785.97,306.0,59525307170.72,595.25,124542397730.33,1245.42,20
2026-04-30,002156.XSHE,通富微电,6822472050.63,68.22,6822472050.63,68.22,24225285323.4,242.25,45772316267.46,457.72,87567726385.68,875.68,233623915808.57,2336.24,20
2026-05-06,603019.XSHG,中科曙光,13421765665.4,134.22,13421765665.4,134.22,27256202556.56,272.56,42704580328.25,427.05,83783766052.88,837.84,136835341336.13,1368.35,20
2026-05-06,300442.XSHE,润泽科技,8552563032.17,85.53,8552563032.17,85.53,21042359540.84,210.42,35910972839.07,359.11,84120072457.38,841.2,129959165759.32,1299.59,20
2026-05-06,300058.XSHE,蓝色光标,8390855291.49,83.91,8390855291.49,83.91,36197036338.22,361.97,55894481946.99,558.94,95540249079.57,955.4,162256561728.69,1622.57,20
2026-05-06,000063.XSHE,中兴通讯,8321464030.26,83.21,8321464030.26,83.21,19264195279.31,192.64,30560977865.29,305.61,55981458109.58,559.81,113058814827.63,1130.59,20
2026-05-06,300014.XSHE,亿纬锂能,8077364214.2,80.77,8077364214.2,80.77,26197376747.35,261.97,38836559736.19,388.37,60336168938.3,603.36,103084233528.15,1030.84,20
2026-05-06,000858.XSHE,五粮液,7989429629.23,79.89,7989429629.23,79.89,15371841884.94,153.72,21229476421.09,212.29,39031537779.93,390.32,68764392027.15,687.64,20
2026-05-06,688313.XSHG,仕佳光子,7534489303.94,75.34,7534489303.94,75.34,20307692119.93,203.08,32068177216.7,320.68,57313527366.47,573.14,113562119338.24,1135.62,20
2026-05-06,688820.XSHG,盛合晶微,7315511544.6,73.16,7315511544.6,73.16,19380061461.02,193.8,33399995419.47,334.0,72552181753.89,725.52,152425262848.37,1524.25,20
2026-05-07,001309.XSHE,德明利,15581304658.24,155.81,15581304658.24,155.81,36073272868.61,360.73,56196910526.17,561.97,117083321804.95,1170.83,201848007481.14,2018.48,20
2026-05-07,002156.XSHE,通富微电,14841287079.52,148.41,14841287079.52,148.41,36388318023.58,363.88,53463669515.24,534.64,98369612726.09,983.7,246717063753.23,2467.17,20
2026-05-07,000066.XSHE,中国长城,11997151490.45,119.97,11997151490.45,119.97,41134929401.24,411.35,71144904249.66,711.45,115706486744.49,1157.06,164241775150.3,1642.42,20
